Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
A0A8D1GKZ3	unreviewed	A0A8D1GKZ3_PIG	C-C motif chemokine	CCL19	Sus scrofa (Pig)	100
A0A8D1H1D3	unreviewed	A0A8D1H1D3_PIG	C-X-C motif chemokine	CXCL2	Sus scrofa (Pig)	107
A0A8D1H9L7	unreviewed	A0A8D1H9L7_PIG	C-X-C motif chemokine	CXCL2	Sus scrofa (Pig)	107
A0A8D1HP41	unreviewed	A0A8D1HP41_PIG	C-C motif chemokine	CCL1	Sus scrofa (Pig)	94
A0A8D1HXG8	unreviewed	A0A8D1HXG8_PIG	C-C motif chemokine		Sus scrofa (Pig)	97
A0A8D1JR32	unreviewed	A0A8D1JR32_PIG	C-X-C motif chemokine		Sus scrofa (Pig)	119
A0A8D1JX96	unreviewed	A0A8D1JX96_PIG	C-X-C motif chemokine		Sus scrofa (Pig)	107
A0A8D1JYL4	unreviewed	A0A8D1JYL4_PIG	C-X-C motif chemokine		Sus scrofa (Pig)	103
A0A8D1K919	unreviewed	A0A8D1K919_PIG	Chemokine interleukin-8-like domain-containing protein	CCL27	Sus scrofa (Pig)	107
A0A8D1KTJ7	unreviewed	A0A8D1KTJ7_PIG	C-X-C motif chemokine	CXCL2	Sus scrofa (Pig)	107
A0A8D1LDU9	unreviewed	A0A8D1LDU9_PIG	Multifunctional fusion protein [Includes: Platelet factor 4 (PF-4) (C-X-C motif chemokine 4); C-X-C motif chemokine]		Sus scrofa (Pig)	95
A0A8D1MBQ7	unreviewed	A0A8D1MBQ7_PIG	C-C motif chemokine	CCL1	Sus scrofa (Pig)	94
A0A8D1N0N2	unreviewed	A0A8D1N0N2_PIG	C-X-C motif chemokine 14 (Chemokine BRAK) (MIP-2G) (Small-inducible cytokine B14)		Sus scrofa (Pig)	110
A0A8D1ND87	unreviewed	A0A8D1ND87_PIG	C-C motif chemokine		Sus scrofa (Pig)	94
A0A8D1NLI9	unreviewed	A0A8D1NLI9_PIG	C-X-C motif chemokine		Sus scrofa (Pig)	104
A0A8D1NTX5	unreviewed	A0A8D1NTX5_PIG	C-C motif chemokine		Sus scrofa (Pig)	99
A0A8D1PZS0	unreviewed	A0A8D1PZS0_PIG	C-C motif chemokine	CCL1	Sus scrofa (Pig)	94
A0A8D1Q3K5	unreviewed	A0A8D1Q3K5_PIG	C-C motif chemokine		Sus scrofa (Pig)	97
A0A8D1SDX5	unreviewed	A0A8D1SDX5_PIG	C-X-C motif chemokine	LOC100525396 CXCL2	Sus scrofa (Pig)	107
A0A8D1U3B4	unreviewed	A0A8D1U3B4_PIG	C-X-C motif chemokine	CXCL13	Sus scrofa (Pig)	109
A0A8D1V9P6	unreviewed	A0A8D1V9P6_PIG	Stromal cell-derived factor 1 (C-X-C motif chemokine 12)	CXCL12	Sus scrofa (Pig)	109
A0A8D1V9V4	unreviewed	A0A8D1V9V4_PIG	Stromal cell-derived factor 1 (C-X-C motif chemokine 12)	CXCL12	Sus scrofa (Pig)	93
A0A8D1VAJ7	unreviewed	A0A8D1VAJ7_PIG	Stromal cell-derived factor 1 (C-X-C motif chemokine 12)	CXCL12	Sus scrofa (Pig)	89
A0A8D1VI37	unreviewed	A0A8D1VI37_PIG	C-X-C motif chemokine	CXCL2	Sus scrofa (Pig)	107
A0A8D1VMA7	unreviewed	A0A8D1VMA7_PIG	C-C motif chemokine		Sus scrofa (Pig)	96
A0A8D1W5D7	unreviewed	A0A8D1W5D7_PIG	C-C motif chemokine		Sus scrofa (Pig)	97
A0A8D1WPJ7	unreviewed	A0A8D1WPJ7_PIG	C-X-C motif chemokine 14 (Chemokine BRAK) (MIP-2G) (Small-inducible cytokine B14)		Sus scrofa (Pig)	109
A0A8D1XN14	unreviewed	A0A8D1XN14_PIG	C-X-C motif chemokine		Sus scrofa (Pig)	119
A0A8D1XU07	unreviewed	A0A8D1XU07_PIG	C-X-C motif chemokine	CXCL2	Sus scrofa (Pig)	107
A0A8D1YQR5	unreviewed	A0A8D1YQR5_PIG	C-C motif chemokine		Sus scrofa (Pig)	94
A0A8D1ZUP7	unreviewed	A0A8D1ZUP7_PIG	C-C motif chemokine		Sus scrofa (Pig)	97
A0A8D1ZV15	unreviewed	A0A8D1ZV15_PIG	C-C motif chemokine	CCL1	Sus scrofa (Pig)	94
A0A8D2BJI3	unreviewed	A0A8D2BJI3_PIG	C-X-C motif chemokine	CXCL2	Sus scrofa (Pig)	107
A0A8D2BJI5	unreviewed	A0A8D2BJI5_PIG	C-X-C motif chemokine	CXCL2	Sus scrofa (Pig)	107
A0A8D2BJU4	unreviewed	A0A8D2BJU4_PIG	C-X-C motif chemokine	CXCL2	Sus scrofa (Pig)	105
A0A8D2C048	unreviewed	A0A8D2C048_PIG	C-X-C motif chemokine	CXCL2	Sus scrofa (Pig)	107
A0A8I3MLU3	unreviewed	A0A8I3MLU3_CANLF	C-C motif chemokine	CCL22	Canis lupus familiaris (Dog) (Canis familiaris)	93
A0A8I3MQM0	unreviewed	A0A8I3MQM0_CANLF	G protein-coupled receptor 15 ligand		Canis lupus familiaris (Dog) (Canis familiaris)	78
A0A8I3MSX7	unreviewed	A0A8I3MSX7_CANLF	C-C motif chemokine	CCL19	Canis lupus familiaris (Dog) (Canis familiaris)	90
A0A8I3MYF9	unreviewed	A0A8I3MYF9_CANLF	C-X-C motif chemokine	CXCL6	Canis lupus familiaris (Dog) (Canis familiaris)	116
A0A8I3N5K9	unreviewed	A0A8I3N5K9_CANLF	Uncharacterized protein		Canis lupus familiaris (Dog) (Canis familiaris)	119
A0A8I3NA82	unreviewed	A0A8I3NA82_CANLF	Uncharacterized protein		Canis lupus familiaris (Dog) (Canis familiaris)	94
A0A8I3NC79	unreviewed	A0A8I3NC79_CANLF	C-C motif chemokine	LOC480600	Canis lupus familiaris (Dog) (Canis familiaris)	93
A0A8I3NDZ2	unreviewed	A0A8I3NDZ2_CANLF	Pro-platelet basic protein (chemokine (C-X-C motif) ligand 7)	PPBP	Canis lupus familiaris (Dog) (Canis familiaris)	118
A0A8I3NHX2	unreviewed	A0A8I3NHX2_CANLF	C-C motif chemokine	CCL1	Canis lupus familiaris (Dog) (Canis familiaris)	95
A0A8I3NIA9	unreviewed	A0A8I3NIA9_CANLF	C-C motif chemokine	CCL1	Canis lupus familiaris (Dog) (Canis familiaris)	94
A0A8I3NLR4	unreviewed	A0A8I3NLR4_CANLF	C-C motif chemokine	LOC480600	Canis lupus familiaris (Dog) (Canis familiaris)	93
A0A8I3NRM1	unreviewed	A0A8I3NRM1_CANLF	C-C motif chemokine 17 (CC chemokine TARC) (Small-inducible cytokine A17) (Thymus and activation-regulated chemokine)	CCL20	Canis lupus familiaris (Dog) (Canis familiaris)	113
A0A8I3NSS8	unreviewed	A0A8I3NSS8_CANLF	C-X-C motif chemokine 14 (Chemokine BRAK) (MIP-2G) (Small-inducible cytokine B14)	CXCL14	Canis lupus familiaris (Dog) (Canis familiaris)	109
A0A8I3NZ33	unreviewed	A0A8I3NZ33_CANLF	C-C motif chemokine 17 (CC chemokine TARC) (Small-inducible cytokine A17) (Thymus and activation-regulated chemokine)	CCL20	Canis lupus familiaris (Dog) (Canis familiaris)	98
A0A8I3PZE5	unreviewed	A0A8I3PZE5_CANLF	Stromal cell-derived factor 1 (C-X-C motif chemokine 12)	CXCL12	Canis lupus familiaris (Dog) (Canis familiaris)	100
A0A8I3Q8T3	unreviewed	A0A8I3Q8T3_CANLF	C-X-C motif chemokine ligand 11	CXCL11	Canis lupus familiaris (Dog) (Canis familiaris)	92
A0A8I3VVN9	unreviewed	A0A8I3VVN9_CALJA	C-C motif chemokine	CCL17	Callithrix jacchus (White-tufted-ear marmoset)	95
A0A8I3W0F6	unreviewed	A0A8I3W0F6_CALJA	C-X-C motif chemokine	CXCL1	Callithrix jacchus (White-tufted-ear marmoset)	107
A0A8I3W7G6	unreviewed	A0A8I3W7G6_CALJA	C-C motif chemokine		Callithrix jacchus (White-tufted-ear marmoset)	119
A0A8I3WBS2	unreviewed	A0A8I3WBS2_CALJA	C-C motif chemokine 1 (Small-inducible cytokine A1)		Callithrix jacchus (White-tufted-ear marmoset)	88
A0A8I3WCR3	unreviewed	A0A8I3WCR3_CALJA	Stromal cell-derived factor 1 (C-X-C motif chemokine 12) (Pre-B cell growth-stimulating factor)	CXCL12	Callithrix jacchus (White-tufted-ear marmoset)	93
A0A8I3WKT5	unreviewed	A0A8I3WKT5_CALJA	C-C motif chemokine	CCL22	Callithrix jacchus (White-tufted-ear marmoset)	93
A0A8I3WWJ4	unreviewed	A0A8I3WWJ4_CALJA	C-C motif chemokine ligand 24	CCL24	Callithrix jacchus (White-tufted-ear marmoset)	119
A0A8I4A249	unreviewed	A0A8I4A249_CALJA	C-X-C motif chemokine	CXCL10	Callithrix jacchus (White-tufted-ear marmoset)	91
A0A8I5JUL6	unreviewed	A0A8I5JUL6_HUMAN	C-C motif chemokine	CCL15-CCL14	Homo sapiens (Human)	113
A0A8I5T909	unreviewed	A0A8I5T909_PONAB	C-X-C motif chemokine 14 (Chemokine BRAK) (MIP-2G) (Small-inducible cytokine B14)	CXCL14	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	119
A0A8I6AC23	unreviewed	A0A8I6AC23_RAT	C-C motif chemokine ligand 27	Ccl27	Rattus norvegicus (Rat)	108
A0A8J0QRG6	unreviewed	A0A8J0QRG6_XENTR	C-C motif chemokine	ccl4	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	89
A0A8J0SG44	unreviewed	A0A8J0SG44_XENTR	C-C motif chemokine	LOC105946710	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	90
A0A8J0T1A8	unreviewed	A0A8J0T1A8_XENTR	C-C motif chemokine	ccl20	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	100
A0A8J1J1C9	unreviewed	A0A8J1J1C9_XENTR	C-C motif chemokine	LOC100490971	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	97
A0A8J1J448	unreviewed	A0A8J1J448_XENTR	C-C motif chemokine	ccl5	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	116
A0A8J8XEY2	unreviewed	A0A8J8XEY2_RAT	C-X-C motif chemokine ligand 14	Cxcl14	Rattus norvegicus (Rat)	61
A0A8M1NW16	unreviewed	A0A8M1NW16_DANRE	Chemokine (C-C motif) ligand 33, duplicate 3 precursor	ccl33.3 si:ch211-149o7.4	Danio rerio (Zebrafish) (Brachydanio rerio)	85
A0A8M1P631	unreviewed	A0A8M1P631_DANRE	C-C motif chemokine 19b precursor	ccl19b ccl19 si:dkey-200l5.2	Danio rerio (Zebrafish) (Brachydanio rerio)	114
A0A8M2BCP9	unreviewed	A0A8M2BCP9_DANRE	C-X-C motif chemokine 13 isoform X1	cxcl13	Danio rerio (Zebrafish) (Brachydanio rerio)	107
A0A8M3B9T3	unreviewed	A0A8M3B9T3_DANRE	Chemokine (C-X-C motif) ligand 20 isoform X1	cxcl20 cxcl-c5c	Danio rerio (Zebrafish) (Brachydanio rerio)	114
A0A8M9PED6	unreviewed	A0A8M9PED6_DANRE	C-C motif chemokine 3 isoform X2	ccl39.2	Danio rerio (Zebrafish) (Brachydanio rerio)	83
A0A8M9PJ26	unreviewed	A0A8M9PJ26_DANRE	C-C motif chemokine	ccl20a.4	Danio rerio (Zebrafish) (Brachydanio rerio)	94
A0A8P0NRC8	unreviewed	A0A8P0NRC8_CANLF	Chemokine interleukin-8-like domain-containing protein	LOC480601	Canis lupus familiaris (Dog) (Canis familiaris)	94
A0A8P0P277	unreviewed	A0A8P0P277_CANLF	C-C motif chemokine	CCL19	Canis lupus familiaris (Dog) (Canis familiaris)	90
A0A8P0PK43	unreviewed	A0A8P0PK43_CANLF	Stromal cell-derived factor 1 (C-X-C motif chemokine 12)	CXCL12	Canis lupus familiaris (Dog) (Canis familiaris)	100
A0A8P0SFC5	unreviewed	A0A8P0SFC5_CANLF	C-C motif chemokine 17 (CC chemokine TARC) (Small-inducible cytokine A17) (Thymus and activation-regulated chemokine)	CCL20	Canis lupus familiaris (Dog) (Canis familiaris)	98
A0A8P0TRP1	unreviewed	A0A8P0TRP1_CANLF	C-X-C motif chemokine	LOC106557449	Canis lupus familiaris (Dog) (Canis familiaris)	116
A0A8W4F6C3	unreviewed	A0A8W4F6C3_PIG	Multifunctional fusion protein [Includes: Platelet factor 4 (PF-4) (C-X-C motif chemokine 4); C-X-C motif chemokine]	LOC100520680	Sus scrofa (Pig)	95
A0A8W4F7B7	unreviewed	A0A8W4F7B7_PIG	C-C motif chemokine	CCL3L1	Sus scrofa (Pig)	79
A0A9L0R8H1	unreviewed	A0A9L0R8H1_HORSE	Stromal cell-derived factor 1 (C-X-C motif chemokine 12)	CXCL12	Equus caballus (Horse)	110
A0A9L0RZ67	unreviewed	A0A9L0RZ67_HORSE	Stromal cell-derived factor 1 (C-X-C motif chemokine 12)	CXCL12	Equus caballus (Horse)	98
A0A9L0S2B7	unreviewed	A0A9L0S2B7_HORSE	Stromal cell-derived factor 1 (C-X-C motif chemokine 12)	CXCL12	Equus caballus (Horse)	100
A0A9L0SA98	unreviewed	A0A9L0SA98_HORSE	C-X-C motif chemokine	CXCL8	Equus caballus (Horse)	95
A0A9L0T9P5	unreviewed	A0A9L0T9P5_HORSE	Stromal cell-derived factor 1 (C-X-C motif chemokine 12)	CXCL12	Equus caballus (Horse)	119
A0A9L0TFR2	unreviewed	A0A9L0TFR2_HORSE	Stromal cell-derived factor 1 (C-X-C motif chemokine 12)	CXCL12	Equus caballus (Horse)	90
A0A9R1SK71	unreviewed	A0A9R1SK71_HORSE	C-X-C motif chemokine		Equus caballus (Horse)	100
A0A9R8NM27	unreviewed	A0A9R8NM27_HORSE	C-C motif chemokine	LOC100071714	Equus caballus (Horse)	99

A0AAA9SGX3	unreviewed	A0AAA9SGX3_BOVIN	C-C motif chemokine	CCL16	Bos taurus (Bovine)	118
A0AAA9SJR2	unreviewed	A0AAA9SJR2_BOVIN	C-X-C motif chemokine 14 (Chemokine BRAK) (MIP-2G) (Small-inducible cytokine B14)	CXCL14	Bos taurus (Bovine)	104
A0AAA9SM65	unreviewed	A0AAA9SM65_BOVIN	C-C motif chemokine 1 (Small-inducible cytokine A1)	CCL1	Bos taurus (Bovine)	93
A0AAA9SZQ8	unreviewed	A0AAA9SZQ8_BOVIN	C-C motif chemokine	CCL17	Bos taurus (Bovine)	102
A0AAF6YUG4	unreviewed	A0AAF6YUG4_BOVIN	C-C motif chemokine		Bos taurus (Bovine)	87
A0AAF6Z967	unreviewed	A0AAF6Z967_BOVIN	C-C motif chemokine	CCL20	Bos taurus (Bovine)	97

A0AB13A874	unreviewed	A0AB13A874_DANRE	C-X-C motif chemokine 11-1 precursor	cxcl11.1 cxcl11l	Danio rerio (Zebrafish) (Brachydanio rerio)	94
A0N0R1	unreviewed	A0N0R1_HUMAN	C-C motif chemokine	CCL3 hCG_1749202	Homo sapiens (Human)	92
A1EC65	unreviewed	A1EC65_RAT	C-C motif chemokine	Ccl5 rCG_35282	Rattus norvegicus (Rat)	92
A1EC83	unreviewed	A1EC83_RAT	RCG35353	Ccl9 rCG_35353	Rattus norvegicus (Rat)	117
A1ECA0	unreviewed	A1ECA0_RAT	C-C motif chemokine	Ccl5	Rattus norvegicus (Rat)	92
A2BHJ6	unreviewed	A2BHJ6_DANRE	Chemokine (C-X-C motif) ligand 11, duplicate 8	cxcl11.8 cxc64 si:dkey-58f10.5	Danio rerio (Zebrafish) (Brachydanio rerio)	102
A2BIR2	unreviewed	A2BIR2_DANRE	C-C motif chemokine	ccl19a.1 ccl-c5a si:ch211-89f7.4	Danio rerio (Zebrafish) (Brachydanio rerio)	119
A2RTH0	unreviewed	A2RTH0_MOUSE	C-X-C motif chemokine	Cxcl1	Mus musculus (Mouse)	96
A5PJF7	unreviewed	A5PJF7_BOVIN	C-C motif chemokine	CCL2	Bos taurus (Bovine)	99
A5PKF1	unreviewed	A5PKF1_BOVIN	C-C motif chemokine	CCL22	Bos taurus (Bovine)	93
A6HHD3	unreviewed	A6HHD3_RAT	C-C motif chemokine	Ccl7 rCG_34786	Rattus norvegicus (Rat)	97
A6HHI5	unreviewed	A6HHI5_RAT	C-C motif chemokine	Ccl6 rCG_32832	Rattus norvegicus (Rat)	116
A6HHI8	unreviewed	A6HHI8_RAT	C-C motif chemokine	Ccl4 rCG_33576	Rattus norvegicus (Rat)	92
A6IIY3	unreviewed	A6IIY3_RAT	Chemokine (C-C motif) ligand 27 (Predicted), isoform CRA_c	Ccl27 Ccl27_predicted rCG_54915	Rattus norvegicus (Rat)	119
A6IIY5	unreviewed	A6IIY5_RAT	Chemokine (C-C motif) ligand 27 (Predicted), isoform CRA_g	Ccl27 Ccl27_predicted rCG_54915	Rattus norvegicus (Rat)	87
A6J0C7	unreviewed	A6J0C7_RAT	RCG21817	Ccl26 rCG_21817	Rattus norvegicus (Rat)	94
A6JY46	unreviewed	A6JY46_RAT	C-C motif chemokine	Ccl17 rCG_39159	Rattus norvegicus (Rat)	103
A6KKD4	unreviewed	A6KKD4_RAT	C-X-C motif chemokine	Cxcl2 rCG_60461	Rattus norvegicus (Rat)	100
A6KKD5	unreviewed	A6KKD5_RAT	C-X-C motif chemokine	Cxcl1 rCG_60405	Rattus norvegicus (Rat)	96
A6KKD9	unreviewed	A6KKD9_RAT	C-X-C motif chemokine	Cxcl3 Gm1960 rCG_60515	Rattus norvegicus (Rat)	100
A6KKE0	unreviewed	A6KKE0_RAT	C-X-C motif chemokine	Cxcl3 Gm1960 rCG_60515	Rattus norvegicus (Rat)	101
A6KKE3	unreviewed	A6KKE3_RAT	Multifunctional fusion protein [Includes: Platelet factor 4 (PF-4) (C-X-C motif chemokine 4); C-X-C motif chemokine]	Pf4 Cxcl4 rCG_60381	Rattus norvegicus (Rat)	105
A6KKE5	unreviewed	A6KKE5_RAT	CXC chemokine RTCK1 (Pro-platelet basic protein)	Ppbp Rtck1	Rattus norvegicus (Rat)	111
A6N7G0	unreviewed	A6N7G0_SHEEP	C-C motif chemokine		Ovis aries (Sheep)	105
A6QPP9	unreviewed	A6QPP9_BOVIN	Multifunctional fusion protein [Includes: Platelet factor 4 (PF-4) (C-X-C motif chemokine 4); C-X-C motif chemokine]	PF4	Bos taurus (Bovine)	118
A8E4U7	unreviewed	A8E4U7_XENTR	C-X-C motif chemokine 14 precursor (Chemokine (C-X-C motif) ligand 14) (Citrate synthase, mitochondrial) (LOC100125115 protein)	cxcl14 bmac brak cs kec ks1 LOC100125115 mip-2g mip2g njac scyb14	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	99
A8QKW6	unreviewed	A8QKW6_SALSA	C-C motif chemokine	LOC100136511	Salmo salar (Atlantic salmon)	101
A9Z1Z1	unreviewed	A9Z1Z1_MOUSE	C-C motif chemokine	Ccl7 MARC	Mus musculus (Mouse)	97
A9ZPD7	unreviewed	A9ZPD7_DANRE	Chemokine (C-C motif) ligand 35, duplicate 1 precursor (Chemokine CCL-C25y)	ccl35.1 zgc:193706 zgc:193743	Danio rerio (Zebrafish) (Brachydanio rerio)	98
A9ZPE0	unreviewed	A9ZPE0_DANRE	C-C motif chemokine	ccl20b ccl20 si:dkey-150o13.1	Danio rerio (Zebrafish) (Brachydanio rerio)	102
A9ZPE1	unreviewed	A9ZPE1_DANRE	CX chemokine ligand 34b, duplicate 11 precursor (Chemokine CXL-C24a)	cxl34b.11 cxl1 si:dkey-25o1.2	Danio rerio (Zebrafish) (Brachydanio rerio)	115
A9ZPE8	unreviewed	A9ZPE8_DANRE	C-C motif chemokine	ccl38.1 si:dkey-217m5.3	Danio rerio (Zebrafish) (Brachydanio rerio)	106
A9ZPF0	unreviewed	A9ZPF0_DANRE	Chemokine CXCL-C13c (Interleukin-8b.3 precursor)	cxcl8b.3 cxcl-c13d	Danio rerio (Zebrafish) (Brachydanio rerio)	117
A9ZPF1	unreviewed	A9ZPF1_DANRE	C-X-C motif chemokine 19 precursor (Chemokine (C-X-C motif) ligand 19) (Chemokine CXCL-C13d)	cxcl19	Danio rerio (Zebrafish) (Brachydanio rerio)	101
A9ZPF5	unreviewed	A9ZPF5_DANRE	C-C motif chemokine	ccl19a.1 ccl-c5a si:ch211-89f7.4	Danio rerio (Zebrafish) (Brachydanio rerio)	119
A9ZPF8	unreviewed	A9ZPF8_DANRE	Chemokine (C-X-C motif) ligand 18b (Chemokine CXCL-C1c)	cxcl18b cxcl-c1c si:ch73-6k14.1	Danio rerio (Zebrafish) (Brachydanio rerio)	114
B0FYJ9	unreviewed	B0FYJ9_PIG	C-C motif chemokine		Sus scrofa (Pig)	92
B1AB87	unreviewed	B1AB87_HORSE	C-C motif chemokine		Equus caballus (Horse)	99
B1AB90	unreviewed	B1AB90_HORSE	C-X-C motif chemokine	CXCL10	Equus caballus (Horse)	104
B2R5J8	unreviewed	B2R5J8_HUMAN	C-C motif chemokine		Homo sapiens (Human)	91
B3GDY9	unreviewed	B3GDY9_PIG	C-X-C motif chemokine	CXCL11	Sus scrofa (Pig)	100
B3VFB5	unreviewed	B3VFB5_PIG	Chemokine C motif ligand 1	XCL1	Sus scrofa (Pig)	110
B3VH89	unreviewed	B3VH89_HORSE	C-C motif chemokine	CCL5	Equus caballus (Horse)	91
B3VMR2	unreviewed	B3VMR2_HORSE	C-C motif chemokine	CCL2	Equus caballus (Horse)	99
B5FX95	unreviewed	B5FX95_TAEGU	Stromal cell-derived factor 1 (C-X-C motif chemokine 12)		Taeniopygia guttata (Zebra finch) (Poephila guttata)	89
B5X5D4	unreviewed	B5X5D4_SALSA	Platelet basic protein	SCYB7	Salmo salar (Atlantic salmon)	100
B5X5S6	unreviewed	B5X5S6_SALSA	C-C motif chemokine	CCL20 LOC106569679	Salmo salar (Atlantic salmon)	105
B5X6N7	unreviewed	B5X6N7_SALSA	Interleukin 8 precursor (Interleukin-8)	IL8 IL-8 il8 LOC106595660	Salmo salar (Atlantic salmon)	97
B5X7B8	unreviewed	B5X7B8_SALSA	Platelet basic protein	SCYB7 scyb7	Salmo salar (Atlantic salmon)	100
B5X7J9	unreviewed	B5X7J9_SALSA	Stromal cell-derived factor 1 (C-X-C motif chemokine 12)	SDF1 sdf1	Salmo salar (Atlantic salmon)	99
B5X8A6	unreviewed	B5X8A6_SALSA	Growth-regulated alpha protein	GROA groa	Salmo salar (Atlantic salmon)	109
B5X9E3	unreviewed	B5X9E3_SALSA	C-X-C motif chemokine 10	CXL10	Salmo salar (Atlantic salmon)	109
B5XAA1	unreviewed	B5XAA1_SALSA	C-X-C motif chemokine 10	CXL10 cxl10	Salmo salar (Atlantic salmon)	88
B5XAV9	unreviewed	B5XAV9_SALSA	C-C motif chemokine	CCL4	Salmo salar (Atlantic salmon)	91
B5XB31	unreviewed	B5XB31_SALSA	C-X-C motif chemokine 13	CXL13 cxl13	Salmo salar (Atlantic salmon)	118
B5XCG5	unreviewed	B5XCG5_SALSA	C-X-C motif chemokine 10	CXL10	Salmo salar (Atlantic salmon)	109
B5XED9	unreviewed	B5XED9_SALSA	C-X-C motif chemokine 10	CXL10 cxl10	Salmo salar (Atlantic salmon)	109
B5XES8	unreviewed	B5XES8_SALSA	Macrophage inflammatory protein 2-alpha	MIP2A mip2a	Salmo salar (Atlantic salmon)	97
B5XFI2	unreviewed	B5XFI2_SALSA	C-C motif chemokine	CCL19 LOC106585878	Salmo salar (Atlantic salmon)	114
B7UBT6	unreviewed	B7UBT6_HORSE	C-X-C motif chemokine	MIP-2beta	Equus caballus (Horse)	113
B7UBX3	unreviewed	B7UBX3_HORSE	C-X-C motif chemokine	MIP-2alpha	Equus caballus (Horse)	107
B7ZW36	unreviewed	B7ZW36_HUMAN	C-C motif chemokine	LOC728835	Homo sapiens (Human)	92
B9EN34	unreviewed	B9EN34_SALSA	C-X-C motif chemokine 11-like (Platelet basic protein)	SCYB7 LOC106570889	Salmo salar (Atlantic salmon)	100
B9ENE0	unreviewed	B9ENE0_SALSA	C-C motif chemokine	CCL20 LOC106596271	Salmo salar (Atlantic salmon)	98
B9EQI8	unreviewed	B9EQI8_SALSA	Stromal cell-derived factor 1 (C-X-C motif chemokine 12)	SDF1 LOC106589772	Salmo salar (Atlantic salmon)	98
C7FF37	unreviewed	C7FF37_ORENI	IL-8		Oreochromis niloticus (Nile tilapia) (Tilapia nilotica)	93
C9J4T6	unreviewed	C9J4T6_HUMAN	C-X-C motif chemokine	CXCL8	Homo sapiens (Human)	95
D0EI67	unreviewed	D0EI67_HUMAN	C-C motif chemokine	CCL5 hCG_32592	Homo sapiens (Human)	91
D0EM41	unreviewed	D0EM41_PIG	C-C motif chemokine	CCL1	Sus scrofa (Pig)	94
D0Z5W4	unreviewed	D0Z5W4_PIG	C-C motif chemokine	CCL19	Sus scrofa (Pig)	100
D2K841	unreviewed	D2K841_CANLF	C-X-C motif chemokine		Canis lupus familiaris (Dog) (Canis familiaris)	118
D3YW23	unreviewed	D3YW23_MOUSE	C-X-C motif chemokine	Cxcl10	Mus musculus (Mouse)	93
D6RC73	unreviewed	D6RC73_HUMAN	C-C motif chemokine ligand 28 (Chemokine (C-C motif) ligand 28, isoform CRA_b)	CCL28 hCG_36937	Homo sapiens (Human)	80
D6RF92	unreviewed	D6RF92_HUMAN	C-X-C motif chemokine	CXCL6	Homo sapiens (Human)	113
E1BAG6	unreviewed	E1BAG6_BOVIN	C-C motif chemokine 1 (Small-inducible cytokine A1)	CCL1	Bos taurus (Bovine)	93
E1BGB8	unreviewed	E1BGB8_BOVIN	C-C motif chemokine	LOC616364	Bos taurus (Bovine)	93
E1BH62	unreviewed	E1BH62_BOVIN	Chemokine interleukin-8-like domain-containing protein	XCL2	Bos taurus (Bovine)	112
E1BIK4	unreviewed	E1BIK4_BOVIN	Multifunctional fusion protein [Includes: Platelet factor 4 (PF-4) (C-X-C motif chemokine 4); C-X-C motif chemokine]		Bos taurus (Bovine)	115
E9PTY9	unreviewed	E9PTY9_RAT	C-C motif chemokine	Ccl17	Rattus norvegicus (Rat)	103
F1MD23	unreviewed	F1MD23_BOVIN	C-X-C motif chemokine	CXCL3	Bos taurus (Bovine)	104
F1MZ86	unreviewed	F1MZ86_BOVIN	C-C motif chemokine ligand 27	CCL27	Bos taurus (Bovine)	119
F1Q6N2	unreviewed	F1Q6N2_DANRE	CX chemokine ligand 34b, duplicate 11	ccl34b.9 cxl34b.11	Danio rerio (Zebrafish) (Brachydanio rerio)	115
F1QP63	unreviewed	F1QP63_DANRE	Chemokine (C-C motif) ligand 34b, duplicate 4	ccl34b.4 CCL-chr24j CCL34bd si:dkey-25o1.5	Danio rerio (Zebrafish) (Brachydanio rerio)	98
F1R6S5	unreviewed	F1R6S5_DANRE	C-C motif chemokine	ccl27a ccl1 wu:fa96a04	Danio rerio (Zebrafish) (Brachydanio rerio)	93
F1RF20	unreviewed	F1RF20_PIG	C-C motif chemokine	CCL22	Sus scrofa (Pig)	93
F1RHB4	unreviewed	F1RHB4_PIG	C-X-C motif chemokine 14 (Chemokine BRAK) (MIP-2G) (Small-inducible cytokine B14)	CXCL14	Sus scrofa (Pig)	99
F1S3U3	unreviewed	F1S3U3_PIG	C-C motif chemokine 27 (C-C motif chemokine ligand 27)	CCL27	Sus scrofa (Pig)	107
F6P784	unreviewed	F6P784_DANRE	C-C motif chemokine 19a.2 precursor (Chemokine (C-C motif) ligand 19a, tandem duplicate 2)	ccl19a.2 zgc:194112 zgc:194121	Danio rerio (Zebrafish) (Brachydanio rerio)	107
F6PM94	unreviewed	F6PM94_MONDO	Cytokine SCM-1 beta-like	LOC100018887	Monodelphis domestica (Gray short-tailed opossum)	120
