Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
A0A8T2JQA5	unreviewed	A0A8T2JQA5_9PIPI	C-C motif chemokine	GDO86_010372	Hymenochirus boettgeri (Congo dwarf clawed frog)	87
A0A8T2K9R5	unreviewed	A0A8T2K9R5_9PIPI	Chemokine interleukin-8-like domain-containing protein	GDO86_000749	Hymenochirus boettgeri (Congo dwarf clawed frog)	104
A0A8T2KAW5	unreviewed	A0A8T2KAW5_9PIPI	Chemokine interleukin-8-like domain-containing protein	GDO86_000793	Hymenochirus boettgeri (Congo dwarf clawed frog)	93
A0A8T2KB18	unreviewed	A0A8T2KB18_9PIPI	C-C motif chemokine	GDO86_003825	Hymenochirus boettgeri (Congo dwarf clawed frog)	93
A0A8T2KII9	unreviewed	A0A8T2KII9_ASTMX	Interleukin-8-like	CXCL8 AMEX_G27149	Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)	96
A0A8T2KRH2	unreviewed	A0A8T2KRH2_ASTMX	C-X-C motif chemokine 11-6-like	CXCL11.6 AMEX_G25320	Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)	89
A0A8T2KSU1	unreviewed	A0A8T2KSU1_ASTMX	C-X-C motif chemokine 13	CXCL8 AMEX_G25314	Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)	107
A0A8T2LJQ1	unreviewed	A0A8T2LJQ1_ASTMX	Monocyte chemotactic protein 1B-like	CCL13 AMEX_G12978	Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)	114
A0A8T2LMD2	unreviewed	A0A8T2LMD2_ASTMX	C-C motif chemokine	CCL11 AMEX_G12979	Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)	103
A0A8T2LR87	unreviewed	A0A8T2LR87_ASTMX	C-C motif chemokine	CCL24 AMEX_G11785	Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)	101
A0A8T2LT86	unreviewed	A0A8T2LT86_ASTMX	C-C motif chemokine	CCL13 AMEX_G12976	Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)	112
A0A8T2LVA9	unreviewed	A0A8T2LVA9_ASTMX	C-C motif chemokine	CCL3 AMEX_G11784	Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)	98
A0A8T2LW48	unreviewed	A0A8T2LW48_ASTMX	Chemokine interleukin-8-like domain-containing protein	AMEX_G10535	Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)	113
A0A8T2LY71	unreviewed	A0A8T2LY71_ASTMX	C-C motif chemokine	CCL24 AMEX_G11789	Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)	101
A0A8T2LZE3	unreviewed	A0A8T2LZE3_ASTMX	C-C motif chemokine	AMEX_G11782	Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)	97
A0A8T2LZY1	unreviewed	A0A8T2LZY1_ASTMX	Stromal cell-derived factor 1 (C-X-C motif chemokine 12)	CXCL12 AMEX_G9847	Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)	99
A0A8T2MLA6	unreviewed	A0A8T2MLA6_9TELE	Chemokine interleukin-8-like domain-containing protein	JZ751_015479	Albula glossodonta (roundjaw bonefish)	94
A0A8T2MM81	unreviewed	A0A8T2MM81_ASTMX	C-C motif chemokine	K4 AMEX_G1245	Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)	108
A0A8T2MNS7	unreviewed	A0A8T2MNS7_ASTMX	C-C motif chemokine	CCL20 AMEX_G2194	Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)	96
A0A8T2NBD2	unreviewed	A0A8T2NBD2_9TELE	Chemokine interleukin-8-like domain-containing protein	JZ751_010067	Albula glossodonta (roundjaw bonefish)	95
A0A8T2NCS2	unreviewed	A0A8T2NCS2_9TELE	Chemokine interleukin-8-like domain-containing protein	JZ751_027060	Albula glossodonta (roundjaw bonefish)	97
A0A8T2NHK6	unreviewed	A0A8T2NHK6_9TELE	C-C motif chemokine	JZ751_022028	Albula glossodonta (roundjaw bonefish)	114
A0A8T2NK14	unreviewed	A0A8T2NK14_9TELE	Chemokine interleukin-8-like domain-containing protein	JZ751_023887	Albula glossodonta (roundjaw bonefish)	95
A0A8T2NUC3	unreviewed	A0A8T2NUC3_9TELE	Stromal cell-derived factor 1 (C-X-C motif chemokine 12)	JZ751_019862	Albula glossodonta (roundjaw bonefish)	99
A0A8T2P194	unreviewed	A0A8T2P194_9TELE	Chemokine interleukin-8-like domain-containing protein	JZ751_008660	Albula glossodonta (roundjaw bonefish)	114
A0A8T2PK15	unreviewed	A0A8T2PK15_9TELE	Chemokine interleukin-8-like domain-containing protein	JZ751_021043	Albula glossodonta (roundjaw bonefish)	116
A0A8T2PK91	unreviewed	A0A8T2PK91_9TELE	Chemokine interleukin-8-like domain-containing protein	JZ751_021044	Albula glossodonta (roundjaw bonefish)	106
A0A8T2PNP2	unreviewed	A0A8T2PNP2_9TELE	Chemokine interleukin-8-like domain-containing protein	JZ751_021042	Albula glossodonta (roundjaw bonefish)	109
A0A8T2PSG7	unreviewed	A0A8T2PSG7_9TELE	Chemokine interleukin-8-like domain-containing protein	JZ751_012414	Albula glossodonta (roundjaw bonefish)	90
A0A8T2PSJ4	unreviewed	A0A8T2PSJ4_9TELE	C-X-C motif chemokine	JZ751_012413	Albula glossodonta (roundjaw bonefish)	90
A0A8T2PUX8	unreviewed	A0A8T2PUX8_9TELE	Chemokine interleukin-8-like domain-containing protein	JZ751_001846	Albula glossodonta (roundjaw bonefish)	86
A0A8T2PUY9	unreviewed	A0A8T2PUY9_9TELE	Chemokine interleukin-8-like domain-containing protein	JZ751_001848	Albula glossodonta (roundjaw bonefish)	108
A0A8T3CCN1	unreviewed	A0A8T3CCN1_9TELE	Chemokine interleukin-8-like domain-containing protein	AGOR_G00238040	Albula goreensis	120
A0A8T3CD89	unreviewed	A0A8T3CD89_9TELE	C-C motif chemokine	AGOR_G00238110	Albula goreensis	99
A0A8T3CEF3	unreviewed	A0A8T3CEF3_9TELE	C-C motif chemokine	AGOR_G00244010	Albula goreensis	98
A0A8T3CFP4	unreviewed	A0A8T3CFP4_9TELE	C-C motif chemokine	AGOR_G00238120	Albula goreensis	99
A0A8T3CFU9	unreviewed	A0A8T3CFU9_9TELE	C-C motif chemokine	AGOR_G00238050	Albula goreensis	110
A0A8T3CJ54	unreviewed	A0A8T3CJ54_9TELE	Chemokine interleukin-8-like domain-containing protein	AGOR_G00238100	Albula goreensis	117
A0A8T3CSR3	unreviewed	A0A8T3CSR3_9TELE	Stromal cell-derived factor 1 (C-X-C motif chemokine 12)	AGOR_G00201650	Albula goreensis	99
A0A8T3CWJ7	unreviewed	A0A8T3CWJ7_9TELE	Chemokine interleukin-8-like domain-containing protein	AGOR_G00199720	Albula goreensis	120
A0A8T3CXK1	unreviewed	A0A8T3CXK1_9TELE	C-X-C motif chemokine	AGOR_G00183370	Albula goreensis	100
A0A8T3D0V5	unreviewed	A0A8T3D0V5_9TELE	Chemokine interleukin-8-like domain-containing protein	AGOR_G00183380	Albula goreensis	97
A0A8T3D2Z9	unreviewed	A0A8T3D2Z9_9TELE	Chemokine interleukin-8-like domain-containing protein	AGOR_G00169470	Albula goreensis	109
A0A8T3D975	unreviewed	A0A8T3D975_9TELE	Chemokine interleukin-8-like domain-containing protein	AGOR_G00150990	Albula goreensis	98
A0A8T3D9U7	unreviewed	A0A8T3D9U7_9TELE	C-C motif chemokine	AGOR_G00142960	Albula goreensis	101
A0A8T3DBB4	unreviewed	A0A8T3DBB4_9TELE	Chemokine interleukin-8-like domain-containing protein	AGOR_G00151000	Albula goreensis	98
A0A8T3DIZ2	unreviewed	A0A8T3DIZ2_9TELE	Stromal cell-derived factor 1 (C-X-C motif chemokine 12)	AGOR_G00114350	Albula goreensis	99
A0A8T3DSP2	unreviewed	A0A8T3DSP2_9TELE	C-C motif chemokine	AGOR_G00050050	Albula goreensis	108
A0A8T3DUG6	unreviewed	A0A8T3DUG6_9TELE	Chemokine interleukin-8-like domain-containing protein	AGOR_G00067810	Albula goreensis	96
A0A8T3DWP9	unreviewed	A0A8T3DWP9_9TELE	Chemokine interleukin-8-like domain-containing protein	AGOR_G00049220	Albula goreensis	110
A0A8T3DX12	unreviewed	A0A8T3DX12_9TELE	Chemokine interleukin-8-like domain-containing protein	AGOR_G00049200	Albula goreensis	114
A0A8T3E0Q1	unreviewed	A0A8T3E0Q1_9TELE	C-C motif chemokine	AGOR_G00050040	Albula goreensis	109
A0A8T3E5H1	unreviewed	A0A8T3E5H1_9TELE	Chemokine interleukin-8-like domain-containing protein	AGOR_G00008180	Albula goreensis	95
A0A8T3E718	unreviewed	A0A8T3E718_9TELE	Chemokine interleukin-8-like domain-containing protein	AGOR_G00006790	Albula goreensis	97
A0A8T3EAQ3	unreviewed	A0A8T3EAQ3_9TELE	C-C motif chemokine	AGOR_G00013550	Albula goreensis	117
A0A8T3EBK3	unreviewed	A0A8T3EBK3_9TELE	C-X-C motif chemokine	AGOR_G00008170	Albula goreensis	96
A0A8U0MK11	unreviewed	A0A8U0MK11_MUSPF	C-X-C motif chemokine 14 (Chemokine BRAK) (MIP-2G) (Small-inducible cytokine B14)	CXCL14	Mustela putorius furo (European domestic ferret) (Mustela furo)	99
A0A8U0MN98	unreviewed	A0A8U0MN98_MUSPF	C-C motif chemokine	CCL19	Mustela putorius furo (European domestic ferret) (Mustela furo)	100
A0A8U0NCV5	unreviewed	A0A8U0NCV5_MUSPF	C-C motif chemokine	CCL20 MIP-3a	Mustela putorius furo (European domestic ferret) (Mustela furo)	96
A0A8U0NSC5	unreviewed	A0A8U0NSC5_MUSPF	Stromal cell-derived factor 1 (C-X-C motif chemokine 12)	CXCL12	Mustela putorius furo (European domestic ferret) (Mustela furo)	99
A0A8U0P1K5	unreviewed	A0A8U0P1K5_SALNM	Stromal cell-derived factor 1 (C-X-C motif chemokine 12)	cxcl12a	Salvelinus namaycush (Lake trout) (Salmo namaycush)	98
A0A8U0PU04	unreviewed	A0A8U0PU04_SALNM	Growth-regulated alpha protein-like	LOC120030663 LOC120039844	Salvelinus namaycush (Lake trout) (Salmo namaycush)	112
A0A8U0PY63	unreviewed	A0A8U0PY63_SALNM	Growth-regulated alpha protein-like	LOC120030596	Salvelinus namaycush (Lake trout) (Salmo namaycush)	109
A0A8U0PYT3	unreviewed	A0A8U0PYT3_SALNM	Stromal cell-derived factor 1 (C-X-C motif chemokine 12)	cxcl12b	Salvelinus namaycush (Lake trout) (Salmo namaycush)	99
A0A8U0Q815	unreviewed	A0A8U0Q815_SALNM	C-X-C motif chemokine 13-like	LOC120037605 LOC120043366	Salvelinus namaycush (Lake trout) (Salmo namaycush)	111
A0A8U0QBG7	unreviewed	A0A8U0QBG7_SALNM	C-X-C motif chemokine 13-like	LOC120037603	Salvelinus namaycush (Lake trout) (Salmo namaycush)	111
A0A8U0QIU0	unreviewed	A0A8U0QIU0_SALNM	Permeability factor 2-like	LOC120044602	Salvelinus namaycush (Lake trout) (Salmo namaycush)	97
A0A8U0QKX2	unreviewed	A0A8U0QKX2_SALNM	Permeability factor 2-like	LOC120044603	Salvelinus namaycush (Lake trout) (Salmo namaycush)	97
A0A8U0S3J4	unreviewed	A0A8U0S3J4_MUSPF	C-X-C motif chemokine	CXCL6	Mustela putorius furo (European domestic ferret) (Mustela furo)	116
A0A8U0S3Q6	unreviewed	A0A8U0S3Q6_MUSPF	C-X-C motif chemokine	LOC106007219	Mustela putorius furo (European domestic ferret) (Mustela furo)	113
A0A8U0S3R5	unreviewed	A0A8U0S3R5_MUSPF	C-X-C motif chemokine	LOC101672663	Mustela putorius furo (European domestic ferret) (Mustela furo)	106
A0A8U0SLD4	unreviewed	A0A8U0SLD4_MUSPF	C-C motif chemokine	CCL19	Mustela putorius furo (European domestic ferret) (Mustela furo)	99
A0A8U0STA3	unreviewed	A0A8U0STA3_MUSPF	C-C motif chemokine 16	CCL16	Mustela putorius furo (European domestic ferret) (Mustela furo)	108
A0A8U0SU26	unreviewed	A0A8U0SU26_MUSPF	Stromal cell-derived factor 1 (C-X-C motif chemokine 12)	CXCL12	Mustela putorius furo (European domestic ferret) (Mustela furo)	119
A0A8U0SZH5	unreviewed	A0A8U0SZH5_MUSPF	C-C motif chemokine	CCL26	Mustela putorius furo (European domestic ferret) (Mustela furo)	100
A0A8U0T8Q4	unreviewed	A0A8U0T8Q4_MUSPF	C-X-C motif chemokine	CXCL13	Mustela putorius furo (European domestic ferret) (Mustela furo)	109
A0A8U0TJ57	unreviewed	A0A8U0TJ57_SALNM	Interleukin-8-like	LOC120018444	Salvelinus namaycush (Lake trout) (Salmo namaycush)	116
A0A8U0TRD1	unreviewed	A0A8U0TRD1_SALNM	C-C motif chemokine	ccl19a.1	Salvelinus namaycush (Lake trout) (Salmo namaycush)	114
A0A8U0U2A7	unreviewed	A0A8U0U2A7_SALNM	Permeability factor 2-like	LOC120034243	Salvelinus namaycush (Lake trout) (Salmo namaycush)	97
A0A8U0U5G9	unreviewed	A0A8U0U5G9_SALNM	Growth-regulated alpha protein-like	LOC120039843 LOC120030183	Salvelinus namaycush (Lake trout) (Salmo namaycush)	112
A0A8U0UC39	unreviewed	A0A8U0UC39_SALNM	Stromal cell-derived factor 1 (C-X-C motif chemokine 12)	LOC120045829	Salvelinus namaycush (Lake trout) (Salmo namaycush)	83
A0A8U0UDR3	unreviewed	A0A8U0UDR3_SALNM	C-X-C motif chemokine 11-1-like	LOC120047500	Salvelinus namaycush (Lake trout) (Salmo namaycush)	113
A0A8U0UHV9	unreviewed	A0A8U0UHV9_SALNM	C-C motif chemokine	LOC120050330	Salvelinus namaycush (Lake trout) (Salmo namaycush)	100
A0A8U0V342	unreviewed	A0A8U0V342_MUSPF	C-X-C motif chemokine	LOC101672378	Mustela putorius furo (European domestic ferret) (Mustela furo)	105
A0A8U1BGM6	unreviewed	A0A8U1BGM6_SALNM	C-X-C motif chemokine 13-like	LOC120053546	Salvelinus namaycush (Lake trout) (Salmo namaycush)	111
A0A8U1BHP7	unreviewed	A0A8U1BHP7_SALNM	C-C motif chemokine	LOC120053426	Salvelinus namaycush (Lake trout) (Salmo namaycush)	101
A0A8U1BLW6	unreviewed	A0A8U1BLW6_SALNM	C-C motif chemokine	LOC120055434	Salvelinus namaycush (Lake trout) (Salmo namaycush)	104
A0A8U1BPR0	unreviewed	A0A8U1BPR0_SALNM	C-C motif chemokine	LOC120055682	Salvelinus namaycush (Lake trout) (Salmo namaycush)	105
A0A8U1BUU5	unreviewed	A0A8U1BUU5_SALNM	C-C motif chemokine	LOC120055681	Salvelinus namaycush (Lake trout) (Salmo namaycush)	105
A0A8U1C1G7	unreviewed	A0A8U1C1G7_SALNM	C-C motif chemokine	LOC120055683	Salvelinus namaycush (Lake trout) (Salmo namaycush)	105
A0A8U1EI85	unreviewed	A0A8U1EI85_SALNM	C-C motif chemokine	LOC120055433	Salvelinus namaycush (Lake trout) (Salmo namaycush)	105
A0A8U1EUD3	unreviewed	A0A8U1EUD3_SALNM	C-C motif chemokine	LOC120055680	Salvelinus namaycush (Lake trout) (Salmo namaycush)	104
A0A8U1FE56	unreviewed	A0A8U1FE56_SALNM	C-C motif chemokine	LOC120066655	Salvelinus namaycush (Lake trout) (Salmo namaycush)	101
A0A8U1H1R3	unreviewed	A0A8U1H1R3_SALNM	C-X-C motif chemokine 11-1-like	LOC120062813	Salvelinus namaycush (Lake trout) (Salmo namaycush)	97
A0A8U1H1W9	unreviewed	A0A8U1H1W9_SALNM	C-C motif chemokine	LOC120062953	Salvelinus namaycush (Lake trout) (Salmo namaycush)	114
A0A8U1H460	unreviewed	A0A8U1H460_SALNM	C-X-C motif chemokine 11-1-like	LOC120062815	Salvelinus namaycush (Lake trout) (Salmo namaycush)	100
A0A8U1H4I3	unreviewed	A0A8U1H4I3_SALNM	C-X-C motif chemokine 11-1-like	LOC120062814	Salvelinus namaycush (Lake trout) (Salmo namaycush)	100
A0A8U1H5J1	unreviewed	A0A8U1H5J1_SALNM	C-X-C motif chemokine 13-like	LOC120063433	Salvelinus namaycush (Lake trout) (Salmo namaycush)	118
A0A8U7MJM7	unreviewed	A0A8U7MJM7_CORMO	Chemokine interleukin-8-like domain-containing protein	LOC116439289	Corvus moneduloides (New Caledonian crow)	97
A0A8V0XLQ2	unreviewed	A0A8V0XLQ2_CHICK	Chemokine interleukin-8-like domain-containing protein	LOC422654	Gallus gallus (Chicken)	95
A0A8V0XRL0	unreviewed	A0A8V0XRL0_CHICK	C-X-C motif chemokine	IL8L1	Gallus gallus (Chicken)	104
A0A8V0Y0L7	unreviewed	A0A8V0Y0L7_CHICK	C-X-C motif chemokine ligand 13-like 3	CXCL13L3	Gallus gallus (Chicken)	106
A0A8V0ZKX2	unreviewed	A0A8V0ZKX2_CHICK	Stromal cell-derived factor 1 (C-X-C motif chemokine 12)	CXCL12	Gallus gallus (Chicken)	89
A0A8V0ZM98	unreviewed	A0A8V0ZM98_CHICK	C-C motif chemokine	CCL17	Gallus gallus (Chicken)	94
A0A8V0ZMM6	unreviewed	A0A8V0ZMM6_CHICK	Stromal cell-derived factor 1 (C-X-C motif chemokine 12)	CXCL12	Gallus gallus (Chicken)	93
A0A8V1AJ09	unreviewed	A0A8V1AJ09_CHICK	C-C motif chemokine	CCLL4	Gallus gallus (Chicken)	95
A0A8V1AJN8	unreviewed	A0A8V1AJN8_CHICK	Chemokine interleukin-8-like domain-containing protein	LOC121106433	Gallus gallus (Chicken)	91
A0A8V1ALD3	unreviewed	A0A8V1ALD3_CHICK	Chemokine interleukin-8-like domain-containing protein	CCLI7	Gallus gallus (Chicken)	91
A0A8V5G700	unreviewed	A0A8V5G700_MELUD	Chemokine interleukin-8-like domain-containing protein	LOC117436234	Melopsittacus undulatus (Budgerigar) (Psittacus undulatus)	98
A0A8V5GE15	unreviewed	A0A8V5GE15_MELUD	Chemokine interleukin-8-like domain-containing protein	LOC117436234	Melopsittacus undulatus (Budgerigar) (Psittacus undulatus)	94
A0A8V5GMJ8	unreviewed	A0A8V5GMJ8_MELUD	C-C motif chemokine		Melopsittacus undulatus (Budgerigar) (Psittacus undulatus)	113
A0A8V5GU76	unreviewed	A0A8V5GU76_MELUD	C-C motif chemokine	LOC101870811	Melopsittacus undulatus (Budgerigar) (Psittacus undulatus)	93
A0A8V5GWK7	unreviewed	A0A8V5GWK7_MELUD	C-C motif chemokine	LOC101870987	Melopsittacus undulatus (Budgerigar) (Psittacus undulatus)	89
A0A8V5GWL7	unreviewed	A0A8V5GWL7_MELUD	Uncharacterized protein	LOC115945378	Melopsittacus undulatus (Budgerigar) (Psittacus undulatus)	105
A0A8V5H1F0	unreviewed	A0A8V5H1F0_MELUD	C-C motif chemokine	LOC101870472	Melopsittacus undulatus (Budgerigar) (Psittacus undulatus)	90
A0A8W4F6C3	unreviewed	A0A8W4F6C3_PIG	Multifunctional fusion protein [Includes: Platelet factor 4 (PF-4) (C-X-C motif chemokine 4); C-X-C motif chemokine]	LOC100520680	Sus scrofa (Pig)	95
A0A8W4F7B7	unreviewed	A0A8W4F7B7_PIG	C-C motif chemokine	CCL3L1	Sus scrofa (Pig)	79
A0A974CFD9	unreviewed	A0A974CFD9_XENLA	Stromal cell-derived factor 1 (C-X-C motif chemokine 12)	XELAEV_18035159mg	Xenopus laevis (African clawed frog)	89
A0A974DHU6	unreviewed	A0A974DHU6_XENLA	C-C motif chemokine	XELAEV_18015360mg	Xenopus laevis (African clawed frog)	93
A0A974DIF6	unreviewed	A0A974DIF6_XENLA	Chemokine interleukin-8-like domain-containing protein	XELAEV_18015359mg	Xenopus laevis (African clawed frog)	98
A0A974DN70	unreviewed	A0A974DN70_XENLA	C-C motif chemokine	ccl4.L XELAEV_18012752mg	Xenopus laevis (African clawed frog)	89
A0A974DSH5	unreviewed	A0A974DSH5_XENLA	C-X-C motif chemokine	cxcl2.S XELAEV_18009499mg	Xenopus laevis (African clawed frog)	101
A0A974DSI4	unreviewed	A0A974DSI4_XENLA	Chemokine interleukin-8-like domain-containing protein	cxcl10.S XELAEV_18009516mg	Xenopus laevis (African clawed frog)	99
A0A974DTQ4	unreviewed	A0A974DTQ4_XENLA	Chemokine interleukin-8-like domain-containing protein	XELAEV_18009517mg	Xenopus laevis (African clawed frog)	96
A0A974DTR3	unreviewed	A0A974DTR3_XENLA	Chemokine interleukin-8-like domain-containing protein	XELAEV_18009531mg	Xenopus laevis (African clawed frog)	111
A0A974DW59	unreviewed	A0A974DW59_XENLA	C-C motif chemokine	XELAEV_18011163mg	Xenopus laevis (African clawed frog)	116
A0A974DXT5	unreviewed	A0A974DXT5_XENLA	Chemokine interleukin-8-like domain-containing protein	XELAEV_18005864mg	Xenopus laevis (African clawed frog)	104
A0A974DZ01	unreviewed	A0A974DZ01_XENLA	Chemokine interleukin-8-like domain-containing protein	XELAEV_18005828mg	Xenopus laevis (African clawed frog)	105
A0A974DZC2	unreviewed	A0A974DZC2_XENLA	Chemokine interleukin-8-like domain-containing protein	XELAEV_18005829mg	Xenopus laevis (African clawed frog)	107
A0A974DZE9	unreviewed	A0A974DZE9_XENLA	Chemokine interleukin-8-like domain-containing protein	cxcl10.L XELAEV_18005845mg	Xenopus laevis (African clawed frog)	99
A0A974E3E5	unreviewed	A0A974E3E5_XENLA	C-C motif chemokine	XELAEV_18008528mg	Xenopus laevis (African clawed frog)	97
A0A974E3R5	unreviewed	A0A974E3R5_XENLA	Chemokine interleukin-8-like domain-containing protein	XELAEV_18008530mg	Xenopus laevis (African clawed frog)	100
A0A974E3T9	unreviewed	A0A974E3T9_XENLA	C-C motif chemokine	XELAEV_18008527mg	Xenopus laevis (African clawed frog)	120
A0A974H9Y3	unreviewed	A0A974H9Y3_XENLA	Stromal cell-derived factor 1 (C-X-C motif chemokine 12)	XELAEV_18037200mg	Xenopus laevis (African clawed frog)	95
A0A974HI56	unreviewed	A0A974HI56_XENLA	C-C motif chemokine	XELAEV_18030021mg	Xenopus laevis (African clawed frog)	100
A0A974HI70	unreviewed	A0A974HI70_XENLA	Chemokine interleukin-8-like domain-containing protein	XELAEV_18030023mg	Xenopus laevis (African clawed frog)	111
A0A974HIA5	unreviewed	A0A974HIA5_XENLA	Chemokine interleukin-8-like domain-containing protein	XELAEV_18030024mg	Xenopus laevis (African clawed frog)	115
A0A974HKI7	unreviewed	A0A974HKI7_XENLA	C-C motif chemokine	XELAEV_18027983mg	Xenopus laevis (African clawed frog)	98
A0A974HXY2	unreviewed	A0A974HXY2_XENLA	C-C motif chemokine 5 (Small-inducible cytokine A5) (T-cell-specific protein RANTES)	ccl5.L XELAEV_18011933mg	Xenopus laevis (African clawed frog)	93
A0A974HYZ1	unreviewed	A0A974HYZ1_XENLA	C-C motif chemokine	XELAEV_18012753mg XELAEV_18012754mg	Xenopus laevis (African clawed frog)	95
A0A974I0L9	unreviewed	A0A974I0L9_XENLA	Chemokine interleukin-8-like domain-containing protein	XELAEV_18009504mg	Xenopus laevis (African clawed frog)	91
A0A974I134	unreviewed	A0A974I134_XENLA	Chemokine interleukin-8-like domain-containing protein	cxcl8a.2.S XELAEV_18009501mg	Xenopus laevis (African clawed frog)	105
A0A977TIL1	unreviewed	A0A977TIL1_9TELE	Interleukin-8		Mugil incilis (Parassi mullet)	93
A0A9B0SXS8	unreviewed	A0A9B0SXS8_CHRAS	C-C motif chemokine 1 (Small-inducible cytokine A1)	CCL1	Chrysochloris asiatica (Cape golden mole)	97
A0A9B0SZY3	unreviewed	A0A9B0SZY3_CHRAS	C-C motif chemokine	CCL16	Chrysochloris asiatica (Cape golden mole)	108
A0A9B0T5X6	unreviewed	A0A9B0T5X6_CHRAS	C-C motif chemokine	CCL13	Chrysochloris asiatica (Cape golden mole)	97
A0A9B0T719	unreviewed	A0A9B0T719_CHRAS	C-C motif chemokine	CCL4	Chrysochloris asiatica (Cape golden mole)	93
A0A9B0T752	unreviewed	A0A9B0T752_CHRAS	C-C motif chemokine 24	CCL24	Chrysochloris asiatica (Cape golden mole)	118
A0A9B0T811	unreviewed	A0A9B0T811_CHRAS	C-C motif chemokine	CCL8	Chrysochloris asiatica (Cape golden mole)	110
A0A9B0TAV0	unreviewed	A0A9B0TAV0_CHRAS	Stromal cell-derived factor 1 (C-X-C motif chemokine 12)	CXCL12	Chrysochloris asiatica (Cape golden mole)	119
A0A9B0TCJ4	unreviewed	A0A9B0TCJ4_CHRAS	C-C motif chemokine	CCL20	Chrysochloris asiatica (Cape golden mole)	96
A0A9B0TD24	unreviewed	A0A9B0TD24_CHRAS	C-C motif chemokine	CCL19	Chrysochloris asiatica (Cape golden mole)	103
A0A9B0TGB1	unreviewed	A0A9B0TGB1_CHRAS	C-C motif chemokine	CCL20	Chrysochloris asiatica (Cape golden mole)	96
A0A9B0TLH2	unreviewed	A0A9B0TLH2_CHRAS	C-C motif chemokine 22 (Small-inducible cytokine A22)	CCL22	Chrysochloris asiatica (Cape golden mole)	93
A0A9B0TR72	unreviewed	A0A9B0TR72_CHRAS	C-X-C motif chemokine 14 (Chemokine BRAK) (MIP-2G) (Small-inducible cytokine B14)	CXCL14	Chrysochloris asiatica (Cape golden mole)	99
A0A9B0TUI3	unreviewed	A0A9B0TUI3_CHRAS	C-X-C motif chemokine	CXCL1	Chrysochloris asiatica (Cape golden mole)	104
A0A9B0U1B3	unreviewed	A0A9B0U1B3_CHRAS	Multifunctional fusion protein [Includes: Platelet factor 4 (PF-4) (C-X-C motif chemokine 4); C-X-C motif chemokine]	PF4	Chrysochloris asiatica (Cape golden mole)	105
A0A9B0U1Q1	unreviewed	A0A9B0U1Q1_CHRAS	Lymphotactin	XCL1	Chrysochloris asiatica (Cape golden mole)	115
A0A9B0U3E1	unreviewed	A0A9B0U3E1_CHRAS	C-X-C motif chemokine	PPBP	Chrysochloris asiatica (Cape golden mole)	119
A0A9B0WFA1	unreviewed	A0A9B0WFA1_CHRAS	C-C motif chemokine	CCL15	Chrysochloris asiatica (Cape golden mole)	90
A0A9B0WFM8	unreviewed	A0A9B0WFM8_CHRAS	C-C motif chemokine	CCL3	Chrysochloris asiatica (Cape golden mole)	93
A0A9B0WG52	unreviewed	A0A9B0WG52_CHRAS	C-C motif chemokine	CCL11	Chrysochloris asiatica (Cape golden mole)	105
A0A9B0WHH5	unreviewed	A0A9B0WHH5_CHRAS	C-C motif chemokine	CCL5	Chrysochloris asiatica (Cape golden mole)	90
A0A9B0WHY7	unreviewed	A0A9B0WHY7_CHRAS	C-C motif chemokine	CCL2	Chrysochloris asiatica (Cape golden mole)	115
A0A9B0WXK5	unreviewed	A0A9B0WXK5_CHRAS	C-X-C motif chemokine	CXCL10	Chrysochloris asiatica (Cape golden mole)	93
A0A9B0WY85	unreviewed	A0A9B0WY85_CHRAS	Interleukin-8 (C-X-C motif chemokine 8) (Chemokine (C-X-C motif) ligand 8)	IL8	Chrysochloris asiatica (Cape golden mole)	106
A0A9D2YKT7	unreviewed	A0A9D2YKT7_NOTFU	C-C motif chemokine	G4P62_009145	Nothobranchius furzeri (Turquoise killifish)	98
A0A9D3B8C3	unreviewed	A0A9D3B8C3_NOTFU	C-C motif chemokine	G4P62_008848	Nothobranchius furzeri (Turquoise killifish)	103
A0A9D3LNH9	unreviewed	A0A9D3LNH9_ANGAN	C-X-C motif chemokine	ANANG_G00259360	Anguilla anguilla (European freshwater eel) (Muraena anguilla)	94
A0A9D3LPR6	unreviewed	A0A9D3LPR6_ANGAN	C-X-C motif chemokine	ANANG_G00259370	Anguilla anguilla (European freshwater eel) (Muraena anguilla)	95
