Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
A0A8M9PED6	unreviewed	A0A8M9PED6_DANRE	C-C motif chemokine 3 isoform X2	ccl39.2	Danio rerio (Zebrafish) (Brachydanio rerio)	83
A0A8M9PJ26	unreviewed	A0A8M9PJ26_DANRE	C-C motif chemokine	ccl20a.4	Danio rerio (Zebrafish) (Brachydanio rerio)	94
A0A8P0NRC8	unreviewed	A0A8P0NRC8_CANLF	Chemokine interleukin-8-like domain-containing protein	LOC480601	Canis lupus familiaris (Dog) (Canis familiaris)	94
A0A8P0P277	unreviewed	A0A8P0P277_CANLF	C-C motif chemokine	CCL19	Canis lupus familiaris (Dog) (Canis familiaris)	90
A0A8P0PK43	unreviewed	A0A8P0PK43_CANLF	Stromal cell-derived factor 1 (C-X-C motif chemokine 12)	CXCL12	Canis lupus familiaris (Dog) (Canis familiaris)	100
A0A8P0SFC5	unreviewed	A0A8P0SFC5_CANLF	C-C motif chemokine 17 (CC chemokine TARC) (Small-inducible cytokine A17) (Thymus and activation-regulated chemokine)	CCL20	Canis lupus familiaris (Dog) (Canis familiaris)	98
A0A8P0TRP1	unreviewed	A0A8P0TRP1_CANLF	C-X-C motif chemokine	LOC106557449	Canis lupus familiaris (Dog) (Canis familiaris)	116
A0A8V0XLQ2	unreviewed	A0A8V0XLQ2_CHICK	Chemokine interleukin-8-like domain-containing protein	LOC422654	Gallus gallus (Chicken)	95
A0A8V0XRL0	unreviewed	A0A8V0XRL0_CHICK	C-X-C motif chemokine	IL8L1	Gallus gallus (Chicken)	104
A0A8V0Y0L7	unreviewed	A0A8V0Y0L7_CHICK	C-X-C motif chemokine ligand 13-like 3	CXCL13L3	Gallus gallus (Chicken)	106
A0A8V0ZKX2	unreviewed	A0A8V0ZKX2_CHICK	Stromal cell-derived factor 1 (C-X-C motif chemokine 12)	CXCL12	Gallus gallus (Chicken)	89
A0A8V0ZM98	unreviewed	A0A8V0ZM98_CHICK	C-C motif chemokine	CCL17	Gallus gallus (Chicken)	94
A0A8V0ZMM6	unreviewed	A0A8V0ZMM6_CHICK	Stromal cell-derived factor 1 (C-X-C motif chemokine 12)	CXCL12	Gallus gallus (Chicken)	93
A0A8V1AJ09	unreviewed	A0A8V1AJ09_CHICK	C-C motif chemokine	CCLL4	Gallus gallus (Chicken)	95
A0A8V1AJN8	unreviewed	A0A8V1AJN8_CHICK	Chemokine interleukin-8-like domain-containing protein	LOC121106433	Gallus gallus (Chicken)	91
A0A8V1ALD3	unreviewed	A0A8V1ALD3_CHICK	Chemokine interleukin-8-like domain-containing protein	CCLI7	Gallus gallus (Chicken)	91
A0A8W4F6C3	unreviewed	A0A8W4F6C3_PIG	Multifunctional fusion protein [Includes: Platelet factor 4 (PF-4) (C-X-C motif chemokine 4); C-X-C motif chemokine]	LOC100520680	Sus scrofa (Pig)	95
A0A8W4F7B7	unreviewed	A0A8W4F7B7_PIG	C-C motif chemokine	CCL3L1	Sus scrofa (Pig)	79
A0A974CFD9	unreviewed	A0A974CFD9_XENLA	Stromal cell-derived factor 1 (C-X-C motif chemokine 12)	XELAEV_18035159mg	Xenopus laevis (African clawed frog)	89
A0A974DHU6	unreviewed	A0A974DHU6_XENLA	C-C motif chemokine	XELAEV_18015360mg	Xenopus laevis (African clawed frog)	93
A0A974DIF6	unreviewed	A0A974DIF6_XENLA	Chemokine interleukin-8-like domain-containing protein	XELAEV_18015359mg	Xenopus laevis (African clawed frog)	98
A0A974DN70	unreviewed	A0A974DN70_XENLA	C-C motif chemokine	ccl4.L XELAEV_18012752mg	Xenopus laevis (African clawed frog)	89
A0A974DSH5	unreviewed	A0A974DSH5_XENLA	C-X-C motif chemokine	cxcl2.S XELAEV_18009499mg	Xenopus laevis (African clawed frog)	101
A0A974DSI4	unreviewed	A0A974DSI4_XENLA	Chemokine interleukin-8-like domain-containing protein	cxcl10.S XELAEV_18009516mg	Xenopus laevis (African clawed frog)	99
A0A974DTQ4	unreviewed	A0A974DTQ4_XENLA	Chemokine interleukin-8-like domain-containing protein	XELAEV_18009517mg	Xenopus laevis (African clawed frog)	96
A0A974DTR3	unreviewed	A0A974DTR3_XENLA	Chemokine interleukin-8-like domain-containing protein	XELAEV_18009531mg	Xenopus laevis (African clawed frog)	111
A0A974DW59	unreviewed	A0A974DW59_XENLA	C-C motif chemokine	XELAEV_18011163mg	Xenopus laevis (African clawed frog)	116
A0A974DXT5	unreviewed	A0A974DXT5_XENLA	Chemokine interleukin-8-like domain-containing protein	XELAEV_18005864mg	Xenopus laevis (African clawed frog)	104
A0A974DZ01	unreviewed	A0A974DZ01_XENLA	Chemokine interleukin-8-like domain-containing protein	XELAEV_18005828mg	Xenopus laevis (African clawed frog)	105
A0A974DZC2	unreviewed	A0A974DZC2_XENLA	Chemokine interleukin-8-like domain-containing protein	XELAEV_18005829mg	Xenopus laevis (African clawed frog)	107
A0A974DZE9	unreviewed	A0A974DZE9_XENLA	Chemokine interleukin-8-like domain-containing protein	cxcl10.L XELAEV_18005845mg	Xenopus laevis (African clawed frog)	99
A0A974E3E5	unreviewed	A0A974E3E5_XENLA	C-C motif chemokine	XELAEV_18008528mg	Xenopus laevis (African clawed frog)	97
A0A974E3R5	unreviewed	A0A974E3R5_XENLA	Chemokine interleukin-8-like domain-containing protein	XELAEV_18008530mg	Xenopus laevis (African clawed frog)	100
A0A974E3T9	unreviewed	A0A974E3T9_XENLA	C-C motif chemokine	XELAEV_18008527mg	Xenopus laevis (African clawed frog)	120
A0A974H9Y3	unreviewed	A0A974H9Y3_XENLA	Stromal cell-derived factor 1 (C-X-C motif chemokine 12)	XELAEV_18037200mg	Xenopus laevis (African clawed frog)	95
A0A974HI56	unreviewed	A0A974HI56_XENLA	C-C motif chemokine	XELAEV_18030021mg	Xenopus laevis (African clawed frog)	100
A0A974HI70	unreviewed	A0A974HI70_XENLA	Chemokine interleukin-8-like domain-containing protein	XELAEV_18030023mg	Xenopus laevis (African clawed frog)	111
A0A974HIA5	unreviewed	A0A974HIA5_XENLA	Chemokine interleukin-8-like domain-containing protein	XELAEV_18030024mg	Xenopus laevis (African clawed frog)	115
A0A974HKI7	unreviewed	A0A974HKI7_XENLA	C-C motif chemokine	XELAEV_18027983mg	Xenopus laevis (African clawed frog)	98
A0A974HXY2	unreviewed	A0A974HXY2_XENLA	C-C motif chemokine 5 (Small-inducible cytokine A5) (T-cell-specific protein RANTES)	ccl5.L XELAEV_18011933mg	Xenopus laevis (African clawed frog)	93
A0A974HYZ1	unreviewed	A0A974HYZ1_XENLA	C-C motif chemokine	XELAEV_18012753mg XELAEV_18012754mg	Xenopus laevis (African clawed frog)	95
A0A974I0L9	unreviewed	A0A974I0L9_XENLA	Chemokine interleukin-8-like domain-containing protein	XELAEV_18009504mg	Xenopus laevis (African clawed frog)	91
A0A974I134	unreviewed	A0A974I134_XENLA	Chemokine interleukin-8-like domain-containing protein	cxcl8a.2.S XELAEV_18009501mg	Xenopus laevis (African clawed frog)	105
A0A9F2QYW9	unreviewed	A0A9F2QYW9_PYTBI	Stromal cell-derived factor 1 (C-X-C motif chemokine 12)	CXCL12	Python bivittatus (Burmese python) (Python molurus bivittatus)	118
A0A9F2R5R8	unreviewed	A0A9F2R5R8_PYTBI	C-C motif chemokine	LOC103059204	Python bivittatus (Burmese python) (Python molurus bivittatus)	105
A0A9F2R9J1	unreviewed	A0A9F2R9J1_PYTBI	C-C motif chemokine	LOC103052947	Python bivittatus (Burmese python) (Python molurus bivittatus)	100
A0A9F2R9Y9	unreviewed	A0A9F2R9Y9_PYTBI	C-C motif chemokine 5-like	LOC103066245	Python bivittatus (Burmese python) (Python molurus bivittatus)	86
A0A9L0R8H1	unreviewed	A0A9L0R8H1_HORSE	Stromal cell-derived factor 1 (C-X-C motif chemokine 12)	CXCL12	Equus caballus (Horse)	110
A0A9L0RZ67	unreviewed	A0A9L0RZ67_HORSE	Stromal cell-derived factor 1 (C-X-C motif chemokine 12)	CXCL12	Equus caballus (Horse)	98
A0A9L0S2B7	unreviewed	A0A9L0S2B7_HORSE	Stromal cell-derived factor 1 (C-X-C motif chemokine 12)	CXCL12	Equus caballus (Horse)	100
A0A9L0SA98	unreviewed	A0A9L0SA98_HORSE	C-X-C motif chemokine	CXCL8	Equus caballus (Horse)	95
A0A9L0T9P5	unreviewed	A0A9L0T9P5_HORSE	Stromal cell-derived factor 1 (C-X-C motif chemokine 12)	CXCL12	Equus caballus (Horse)	119
A0A9L0TFR2	unreviewed	A0A9L0TFR2_HORSE	Stromal cell-derived factor 1 (C-X-C motif chemokine 12)	CXCL12	Equus caballus (Horse)	90
A0A9R1SK71	unreviewed	A0A9R1SK71_HORSE	C-X-C motif chemokine		Equus caballus (Horse)	100
A0A9R8NM27	unreviewed	A0A9R8NM27_HORSE	C-C motif chemokine	LOC100071714	Equus caballus (Horse)	99

A0AAA9SGX3	unreviewed	A0AAA9SGX3_BOVIN	C-C motif chemokine	CCL16	Bos taurus (Bovine)	118
A0AAA9SJR2	unreviewed	A0AAA9SJR2_BOVIN	C-X-C motif chemokine 14 (Chemokine BRAK) (MIP-2G) (Small-inducible cytokine B14)	CXCL14	Bos taurus (Bovine)	104
A0AAA9SM65	unreviewed	A0AAA9SM65_BOVIN	C-C motif chemokine 1 (Small-inducible cytokine A1)	CCL1	Bos taurus (Bovine)	93
A0AAA9SZQ8	unreviewed	A0AAA9SZQ8_BOVIN	C-C motif chemokine	CCL17	Bos taurus (Bovine)	102
A0AAF6YUG4	unreviewed	A0AAF6YUG4_BOVIN	C-C motif chemokine		Bos taurus (Bovine)	87
A0AAF6Z967	unreviewed	A0AAF6Z967_BOVIN	C-C motif chemokine	CCL20	Bos taurus (Bovine)	97
A0AAQ4P5M8	unreviewed	A0AAQ4P5M8_GASAC	Chemokine interleukin-8-like domain-containing protein		Gasterosteus aculeatus aculeatus (three-spined stickleback)	98
A0AAQ4PA33	unreviewed	A0AAQ4PA33_GASAC	Chemokine interleukin-8-like domain-containing protein		Gasterosteus aculeatus aculeatus (three-spined stickleback)	95
A0AAQ4PGW6	unreviewed	A0AAQ4PGW6_GASAC	C-X-C motif chemokine		Gasterosteus aculeatus aculeatus (three-spined stickleback)	115
A0AAQ4Q1Z9	unreviewed	A0AAQ4Q1Z9_GASAC	C-X-C motif chemokine		Gasterosteus aculeatus aculeatus (three-spined stickleback)	88
A0AAQ4QGP8	unreviewed	A0AAQ4QGP8_GASAC	C-C motif chemokine		Gasterosteus aculeatus aculeatus (three-spined stickleback)	111
A0AAQ4QJR9	unreviewed	A0AAQ4QJR9_GASAC	Stromal cell-derived factor 1 (C-X-C motif chemokine 12)		Gasterosteus aculeatus aculeatus (three-spined stickleback)	90
A0AAQ4R1S3	unreviewed	A0AAQ4R1S3_GASAC	Chemokine interleukin-8-like domain-containing protein		Gasterosteus aculeatus aculeatus (three-spined stickleback)	118
A0AAQ4R3B9	unreviewed	A0AAQ4R3B9_GASAC	C-C motif chemokine		Gasterosteus aculeatus aculeatus (three-spined stickleback)	102
A0AAQ4RIP3	unreviewed	A0AAQ4RIP3_GASAC	Chemokine interleukin-8-like domain-containing protein		Gasterosteus aculeatus aculeatus (three-spined stickleback)	113
A0AAQ4RPB3	unreviewed	A0AAQ4RPB3_GASAC	Chemokine interleukin-8-like domain-containing protein		Gasterosteus aculeatus aculeatus (three-spined stickleback)	115

A0AB13A874	unreviewed	A0AB13A874_DANRE	C-X-C motif chemokine 11-1 precursor	cxcl11.1 cxcl11l	Danio rerio (Zebrafish) (Brachydanio rerio)	94
A0MJX8	unreviewed	A0MJX8_MACMU	C-C motif chemokine	CCL5	Macaca mulatta (Rhesus macaque)	91
A0MJY0	unreviewed	A0MJY0_MACMU	C-C motif chemokine	CCL5	Macaca mulatta (Rhesus macaque)	91
A0MJY9	unreviewed	A0MJY9_MACMU	C-C motif chemokine	CCL5	Macaca mulatta (Rhesus macaque)	91
A0MK05	unreviewed	A0MK05_MACMU	C-C motif chemokine	CCL5	Macaca mulatta (Rhesus macaque)	91
A0MK17	unreviewed	A0MK17_MACMU	C-C motif chemokine 5 (Small-inducible cytokine A5) (T-cell-specific protein RANTES)	CCL5	Macaca mulatta (Rhesus macaque)	91
A0N0R1	unreviewed	A0N0R1_HUMAN	C-C motif chemokine	CCL3 hCG_1749202	Homo sapiens (Human)	92
A1EC65	unreviewed	A1EC65_RAT	C-C motif chemokine	Ccl5 rCG_35282	Rattus norvegicus (Rat)	92
A1EC83	unreviewed	A1EC83_RAT	RCG35353	Ccl9 rCG_35353	Rattus norvegicus (Rat)	117
A1ECA0	unreviewed	A1ECA0_RAT	C-C motif chemokine	Ccl5	Rattus norvegicus (Rat)	92
A1L3G5	unreviewed	A1L3G5_XENLA	LOC100037000 protein (Uncharacterized protein LOC100037000 precursor)	cxcl8b.2.L LOC100037000 LOC100498234.L XB5945946 XB5945946.L XB5945946.L [provisional:cxcl8]	Xenopus laevis (African clawed frog)	107
A2BHJ6	unreviewed	A2BHJ6_DANRE	Chemokine (C-X-C motif) ligand 11, duplicate 8	cxcl11.8 cxc64 si:dkey-58f10.5	Danio rerio (Zebrafish) (Brachydanio rerio)	102
A2BIR2	unreviewed	A2BIR2_DANRE	C-C motif chemokine	ccl19a.1 ccl-c5a si:ch211-89f7.4	Danio rerio (Zebrafish) (Brachydanio rerio)	119
A2RTH0	unreviewed	A2RTH0_MOUSE	C-X-C motif chemokine	Cxcl1	Mus musculus (Mouse)	96
A4UIL7	unreviewed	A4UIL7_CHICK	C-C motif chemokine	SCYA4	Gallus gallus (Chicken)	90
A5PJF7	unreviewed	A5PJF7_BOVIN	C-C motif chemokine	CCL2	Bos taurus (Bovine)	99
A5PKF1	unreviewed	A5PKF1_BOVIN	C-C motif chemokine	CCL22	Bos taurus (Bovine)	93
A6HHD3	unreviewed	A6HHD3_RAT	C-C motif chemokine	Ccl7 rCG_34786	Rattus norvegicus (Rat)	97
A6HHI5	unreviewed	A6HHI5_RAT	C-C motif chemokine	Ccl6 rCG_32832	Rattus norvegicus (Rat)	116
A6HHI8	unreviewed	A6HHI8_RAT	C-C motif chemokine	Ccl4 rCG_33576	Rattus norvegicus (Rat)	92
A6IIY3	unreviewed	A6IIY3_RAT	Chemokine (C-C motif) ligand 27 (Predicted), isoform CRA_c	Ccl27 Ccl27_predicted rCG_54915	Rattus norvegicus (Rat)	119
A6IIY5	unreviewed	A6IIY5_RAT	Chemokine (C-C motif) ligand 27 (Predicted), isoform CRA_g	Ccl27 Ccl27_predicted rCG_54915	Rattus norvegicus (Rat)	87
A6J0C7	unreviewed	A6J0C7_RAT	RCG21817	Ccl26 rCG_21817	Rattus norvegicus (Rat)	94
A6JY46	unreviewed	A6JY46_RAT	C-C motif chemokine	Ccl17 rCG_39159	Rattus norvegicus (Rat)	103
A6KKD4	unreviewed	A6KKD4_RAT	C-X-C motif chemokine	Cxcl2 rCG_60461	Rattus norvegicus (Rat)	100
A6KKD5	unreviewed	A6KKD5_RAT	C-X-C motif chemokine	Cxcl1 rCG_60405	Rattus norvegicus (Rat)	96
A6KKD9	unreviewed	A6KKD9_RAT	C-X-C motif chemokine	Cxcl3 Gm1960 rCG_60515	Rattus norvegicus (Rat)	100
A6KKE0	unreviewed	A6KKE0_RAT	C-X-C motif chemokine	Cxcl3 Gm1960 rCG_60515	Rattus norvegicus (Rat)	101
A6KKE3	unreviewed	A6KKE3_RAT	Multifunctional fusion protein [Includes: Platelet factor 4 (PF-4) (C-X-C motif chemokine 4); C-X-C motif chemokine]	Pf4 Cxcl4 rCG_60381	Rattus norvegicus (Rat)	105
A6KKE5	unreviewed	A6KKE5_RAT	CXC chemokine RTCK1 (Pro-platelet basic protein)	Ppbp Rtck1	Rattus norvegicus (Rat)	111
A6QPP9	unreviewed	A6QPP9_BOVIN	Multifunctional fusion protein [Includes: Platelet factor 4 (PF-4) (C-X-C motif chemokine 4); C-X-C motif chemokine]	PF4	Bos taurus (Bovine)	118
A7E1T0	unreviewed	A7E1T0_ANAPL	C-C motif chemokine ligand 19 (Chemokine C-C motif ligand 19)	CCL19	Anas platyrhynchos (Mallard) (Anas boschas)	99
A8E4U7	unreviewed	A8E4U7_XENTR	C-X-C motif chemokine 14 precursor (Chemokine (C-X-C motif) ligand 14) (Citrate synthase, mitochondrial) (LOC100125115 protein)	cxcl14 bmac brak cs kec ks1 LOC100125115 mip-2g mip2g njac scyb14	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	99
A9Z1Z1	unreviewed	A9Z1Z1_MOUSE	C-C motif chemokine	Ccl7 MARC	Mus musculus (Mouse)	97
A9ZPD7	unreviewed	A9ZPD7_DANRE	Chemokine (C-C motif) ligand 35, duplicate 1 precursor (Chemokine CCL-C25y)	ccl35.1 zgc:193706 zgc:193743	Danio rerio (Zebrafish) (Brachydanio rerio)	98
A9ZPE0	unreviewed	A9ZPE0_DANRE	C-C motif chemokine	ccl20b ccl20 si:dkey-150o13.1	Danio rerio (Zebrafish) (Brachydanio rerio)	102
A9ZPE1	unreviewed	A9ZPE1_DANRE	CX chemokine ligand 34b, duplicate 11 precursor (Chemokine CXL-C24a)	cxl34b.11 cxl1 si:dkey-25o1.2	Danio rerio (Zebrafish) (Brachydanio rerio)	115
A9ZPE8	unreviewed	A9ZPE8_DANRE	C-C motif chemokine	ccl38.1 si:dkey-217m5.3	Danio rerio (Zebrafish) (Brachydanio rerio)	106
A9ZPF0	unreviewed	A9ZPF0_DANRE	Chemokine CXCL-C13c (Interleukin-8b.3 precursor)	cxcl8b.3 cxcl-c13d	Danio rerio (Zebrafish) (Brachydanio rerio)	117
A9ZPF1	unreviewed	A9ZPF1_DANRE	C-X-C motif chemokine 19 precursor (Chemokine (C-X-C motif) ligand 19) (Chemokine CXCL-C13d)	cxcl19	Danio rerio (Zebrafish) (Brachydanio rerio)	101
A9ZPF5	unreviewed	A9ZPF5_DANRE	C-C motif chemokine	ccl19a.1 ccl-c5a si:ch211-89f7.4	Danio rerio (Zebrafish) (Brachydanio rerio)	119
A9ZPF8	unreviewed	A9ZPF8_DANRE	Chemokine (C-X-C motif) ligand 18b (Chemokine CXCL-C1c)	cxcl18b cxcl-c1c si:ch73-6k14.1	Danio rerio (Zebrafish) (Brachydanio rerio)	114
B0FYJ9	unreviewed	B0FYJ9_PIG	C-C motif chemokine		Sus scrofa (Pig)	92
B1AB87	unreviewed	B1AB87_HORSE	C-C motif chemokine		Equus caballus (Horse)	99
B1AB90	unreviewed	B1AB90_HORSE	C-X-C motif chemokine	CXCL10	Equus caballus (Horse)	104
B2R5J8	unreviewed	B2R5J8_HUMAN	C-C motif chemokine		Homo sapiens (Human)	91
B3GDY9	unreviewed	B3GDY9_PIG	C-X-C motif chemokine	CXCL11	Sus scrofa (Pig)	100
B3VFB5	unreviewed	B3VFB5_PIG	Chemokine C motif ligand 1	XCL1	Sus scrofa (Pig)	110
B3VH89	unreviewed	B3VH89_HORSE	C-C motif chemokine	CCL5	Equus caballus (Horse)	91
B3VMR2	unreviewed	B3VMR2_HORSE	C-C motif chemokine	CCL2	Equus caballus (Horse)	99
B4UUJ2	unreviewed	B4UUJ2_ORYLA	Stromal cell-derived factor 1 (C-X-C motif chemokine 12)	sdf1	Oryzias latipes (Japanese rice fish) (Japanese killifish)	90
B5FX95	unreviewed	B5FX95_TAEGU	Stromal cell-derived factor 1 (C-X-C motif chemokine 12)		Taeniopygia guttata (Zebra finch) (Poephila guttata)	89
B7UBT6	unreviewed	B7UBT6_HORSE	C-X-C motif chemokine	MIP-2beta	Equus caballus (Horse)	113
B7UBX3	unreviewed	B7UBX3_HORSE	C-X-C motif chemokine	MIP-2alpha	Equus caballus (Horse)	107
B7ZW36	unreviewed	B7ZW36_HUMAN	C-C motif chemokine	LOC728835	Homo sapiens (Human)	92
C5NM74	unreviewed	C5NM74_FELCA	C-C motif chemokine	LOC100302541	Felis catus (Cat) (Felis silvestris catus)	92
C9J4T6	unreviewed	C9J4T6_HUMAN	C-X-C motif chemokine	CXCL8	Homo sapiens (Human)	95
D0EI67	unreviewed	D0EI67_HUMAN	C-C motif chemokine	CCL5 hCG_32592	Homo sapiens (Human)	91
D0EM41	unreviewed	D0EM41_PIG	C-C motif chemokine	CCL1	Sus scrofa (Pig)	94
D0Z5W4	unreviewed	D0Z5W4_PIG	C-C motif chemokine	CCL19	Sus scrofa (Pig)	100
D2K841	unreviewed	D2K841_CANLF	C-X-C motif chemokine		Canis lupus familiaris (Dog) (Canis familiaris)	118
D3YW23	unreviewed	D3YW23_MOUSE	C-X-C motif chemokine	Cxcl10	Mus musculus (Mouse)	93
D6RC73	unreviewed	D6RC73_HUMAN	C-C motif chemokine ligand 28 (Chemokine (C-C motif) ligand 28, isoform CRA_b)	CCL28 hCG_36937	Homo sapiens (Human)	80
D6RF92	unreviewed	D6RF92_HUMAN	C-X-C motif chemokine	CXCL6	Homo sapiens (Human)	113
E1BAG6	unreviewed	E1BAG6_BOVIN	C-C motif chemokine 1 (Small-inducible cytokine A1)	CCL1	Bos taurus (Bovine)	93
E1BGB8	unreviewed	E1BGB8_BOVIN	C-C motif chemokine	LOC616364	Bos taurus (Bovine)	93
E1BH62	unreviewed	E1BH62_BOVIN	Chemokine interleukin-8-like domain-containing protein	XCL2	Bos taurus (Bovine)	112
E1BIK4	unreviewed	E1BIK4_BOVIN	Multifunctional fusion protein [Includes: Platelet factor 4 (PF-4) (C-X-C motif chemokine 4); C-X-C motif chemokine]		Bos taurus (Bovine)	115
E5RMA7	unreviewed	E5RMA7_TAKRU	C-X-C motif chemokine ligand 13 (CXC motif chemokine ligand 13)	CXCL13 cxcl13	Takifugu rubripes (Japanese pufferfish) (Fugu rubripes)	101
E9PTY9	unreviewed	E9PTY9_RAT	C-C motif chemokine	Ccl17	Rattus norvegicus (Rat)	103
F1MD23	unreviewed	F1MD23_BOVIN	C-X-C motif chemokine	CXCL3	Bos taurus (Bovine)	104
F1MZ86	unreviewed	F1MZ86_BOVIN	C-C motif chemokine ligand 27	CCL27	Bos taurus (Bovine)	119
F1Q6N2	unreviewed	F1Q6N2_DANRE	CX chemokine ligand 34b, duplicate 11	ccl34b.9 cxl34b.11	Danio rerio (Zebrafish) (Brachydanio rerio)	115
F1QP63	unreviewed	F1QP63_DANRE	Chemokine (C-C motif) ligand 34b, duplicate 4	ccl34b.4 CCL-chr24j CCL34bd si:dkey-25o1.5	Danio rerio (Zebrafish) (Brachydanio rerio)	98
F1R6S5	unreviewed	F1R6S5_DANRE	C-C motif chemokine	ccl27a ccl1 wu:fa96a04	Danio rerio (Zebrafish) (Brachydanio rerio)	93
F1RF20	unreviewed	F1RF20_PIG	C-C motif chemokine	CCL22	Sus scrofa (Pig)	93
F1RHB4	unreviewed	F1RHB4_PIG	C-X-C motif chemokine 14 (Chemokine BRAK) (MIP-2G) (Small-inducible cytokine B14)	CXCL14	Sus scrofa (Pig)	99
F1S3U3	unreviewed	F1S3U3_PIG	C-C motif chemokine 27 (C-C motif chemokine ligand 27)	CCL27	Sus scrofa (Pig)	107
F6P784	unreviewed	F6P784_DANRE	C-C motif chemokine 19a.2 precursor (Chemokine (C-C motif) ligand 19a, tandem duplicate 2)	ccl19a.2 zgc:194112 zgc:194121	Danio rerio (Zebrafish) (Brachydanio rerio)	107
F6PM94	unreviewed	F6PM94_MONDO	Cytokine SCM-1 beta-like	LOC100018887	Monodelphis domestica (Gray short-tailed opossum)	120
F6PNA7	unreviewed	F6PNA7_ORNAN	Chemokine interleukin-8-like domain-containing protein	CCL20	Ornithorhynchus anatinus (Duckbill platypus)	103
F6QHU4	unreviewed	F6QHU4_HORSE	C-X-C motif chemokine	CXCL11	Equus caballus (Horse)	94
F6R5P4	unreviewed	F6R5P4_MOUSE	C-C motif chemokine	Ccl17	Mus musculus (Mouse)	103
F6R6B9	unreviewed	F6R6B9_MACMU	C-C motif chemokine	CCL18	Macaca mulatta (Rhesus macaque)	88
F6R6D1	unreviewed	F6R6D1_MACMU	C-C motif chemokine	CCL23	Macaca mulatta (Rhesus macaque)	120
F6R8V8	unreviewed	F6R8V8_HORSE	C-X-C motif chemokine	MIP-2BETA	Equus caballus (Horse)	109
F6RMK1	unreviewed	F6RMK1_HORSE	Multifunctional fusion protein [Includes: Platelet factor 4 (PF-4) (C-X-C motif chemokine 4); C-X-C motif chemokine]	LOC100630489	Equus caballus (Horse)	111
F6S9Z1	unreviewed	F6S9Z1_HORSE	C-X-C motif chemokine	CXCL6	Equus caballus (Horse)	113
F6SLL1	unreviewed	F6SLL1_MACMU	C-X-C motif chemokine 14 (Chemokine BRAK) (MIP-2G) (Small-inducible cytokine B14)	CXCL14	Macaca mulatta (Rhesus macaque)	119
F6SZS4	unreviewed	F6SZS4_MACMU	Chemokine interleukin-8-like domain-containing protein	LOC100423131	Macaca mulatta (Rhesus macaque)	114
F6TC33	unreviewed	F6TC33_HORSE	C-C motif chemokine		Equus caballus (Horse)	95
F6TJI5	unreviewed	F6TJI5_MONDO	C-C motif chemokine	LOC100017328	Monodelphis domestica (Gray short-tailed opossum)	95
F6TJJ4	unreviewed	F6TJJ4_MONDO	C-C motif chemokine	LOC100017283	Monodelphis domestica (Gray short-tailed opossum)	91
F6YD73	unreviewed	F6YD73_HORSE	C-C motif chemokine	LOC100071714	Equus caballus (Horse)	99
F6ZJH5	unreviewed	F6ZJH5_MACMU	C-C motif chemokine	CCL20	Macaca mulatta (Rhesus macaque)	96
F7A481	unreviewed	F7A481_ORNAN	Chemokine interleukin-8-like domain-containing protein	LOC100083475	Ornithorhynchus anatinus (Duckbill platypus)	120
F7A5X1	unreviewed	F7A5X1_MONDO	C-X-C motif chemokine 14 (Chemokine BRAK) (MIP-2G) (Small-inducible cytokine B14)	CXCL14	Monodelphis domestica (Gray short-tailed opossum)	99
F7AWK0	unreviewed	F7AWK0_MONDO	C-X-C motif chemokine	LOC100618318	Monodelphis domestica (Gray short-tailed opossum)	110
F7B281	unreviewed	F7B281_ORNAN	C-C motif chemokine		Ornithorhynchus anatinus (Duckbill platypus)	71
F7B2K3	unreviewed	F7B2K3_ORNAN	C-C motif chemokine		Ornithorhynchus anatinus (Duckbill platypus)	108
F7B668	unreviewed	F7B668_XENTR	Stromal cell-derived factor 1 (C-X-C motif chemokine 12)	cxcl12	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	109
F7BJR8	unreviewed	F7BJR8_MONDO	C-C motif chemokine	LOC100022317	Monodelphis domestica (Gray short-tailed opossum)	99
F7BK23	unreviewed	F7BK23_MONDO	C-C motif chemokine	LOC103093843	Monodelphis domestica (Gray short-tailed opossum)	105
F7BNX5	unreviewed	F7BNX5_MACMU	C-X-C motif chemokine	PF4V1	Macaca mulatta (Rhesus macaque)	101
F7DVN0	unreviewed	F7DVN0_MACMU	C-X-C motif chemokine	CXCL5	Macaca mulatta (Rhesus macaque)	114
F7DYQ8	unreviewed	F7DYQ8_HORSE	Stromal cell-derived factor 1 (C-X-C motif chemokine 12)	CXCL12	Equus caballus (Horse)	93
F7E988	unreviewed	F7E988_MACMU	C-C motif chemokine	CCL17	Macaca mulatta (Rhesus macaque)	91
F7EQQ1	unreviewed	F7EQQ1_ORNAN	C-X-C motif chemokine	LOC100080367	Ornithorhynchus anatinus (Duckbill platypus)	118
F7EQX0	unreviewed	F7EQX0_ORNAN	C-X-C motif chemokine	LOC103170567	Ornithorhynchus anatinus (Duckbill platypus)	102
F7EV74	unreviewed	F7EV74_MONDO	C-C motif chemokine	LOC100017328	Monodelphis domestica (Gray short-tailed opossum)	91
F7EY20	unreviewed	F7EY20_RAT	Chemokine (C-X-C motif) ligand 7, isoform CRA_b	Ppbp Cxcl7 rCG_60428	Rattus norvegicus (Rat)	111
